	Numerical_ID	ID	Species	Treatment	Replicates	Days	Measure
1770	65	65	LM8389	No-Microbiome	5	25	7.802518708
1771	66	66	LV7605	No-Microbiome	1	25	9.912063252
1772	67	67	LV7605	No-Microbiome	2	25	8.943280765
1773	68	68	LV7605	No-Microbiome	3	25	8.690936136
1774	69	69	LV7605	No-Microbiome	4	25	9.068434177
1775	70	70	LV7605	No-Microbiome	5	25	9.717508121
1776	71	71	LY9208	No-Microbiome	1	25	5.478072944
1777	72	72	LY9208	No-Microbiome	2	25	6.839850194
1778	73	73	LY9208	No-Microbiome	3	25	7.555601479
1779	74	74	LY9208	No-Microbiome	4	25	10.6551426
1780	75	75	LY9208	No-Microbiome	5	25	7.454671706
1781	76	76	LM7200	No-Microbiome	1	25	9.500388631
1782	77	77	LM7200	No-Microbiome	2	25	10.99645348
1783	78	78	LM7200	No-Microbiome	3	25	14.81282366
1784	79	79	LM7200	No-Microbiome	4	25	4.820468743
1785	80	80	LM7200	No-Microbiome	5	25	21.74544544
1786	81	81	LA7339	No-Microbiome	1	25	5.633609091
1787	82	82	LA7339	No-Microbiome	2	25	7.232631982
1788	83	83	LA7339	No-Microbiome	3	25	5.361272929
1789	84	84	LA7339	No-Microbiome	4	25	5.661589468
1790	85	85	LA7339	No-Microbiome	5	25	6.837202132
1791	86	86	LP8539	No-Microbiome	1	25	8.206647838
1792	87	87	LP8539	No-Microbiome	2	25	6.639016241
1793	88	88	LP8539	No-Microbiome	3	25	7.514324028
1794	89	89	LP8539	No-Microbiome	4	25	5.604390492
1795	90	90	LP8539	No-Microbiome	5	25	2.278669758
1796	91	91	LT9243	No-Microbiome	1	25	7.642978612
1797	92	92	LT9243	No-Microbiome	2	25	6.576101706
1798	93	93	LT9243	No-Microbiome	3	25	5.524522604
1799	94	94	LT9243	No-Microbiome	4	25	3.258834474
1800	95	95	LT9243	No-Microbiome	5	25	5.402470958
1801	96	96	PS	No-Microbiome	1	25	1.377467317
1802	97	97	PS	No-Microbiome	2	25	0.925949727
1803	98	98	PS	No-Microbiome	3	25	1.012186335
1804	99	99	PS	No-Microbiome	4	25	1.056720448
1805	100	100	PS	No-Microbiome	5	25	1.056170495
1806	106	106	SP7820	With-Microbiome	1	25	2.197972732
1807	107	107	SP7820	With-Microbiome	2	25	2.500491111
1808	108	108	SP7820	With-Microbiome	3	25	2.127965625
1809	109	109	SP7820	With-Microbiome	4	25	2.170810264
1810	110	110	SP7820	With-Microbiome	5	25	2.030102946
1811	111	111	SI9227	With-Microbiome	1	25	2.030102946
1812	112	112	SI9227	With-Microbiome	2	25	1.760011525
1813	113	113	SI9227	With-Microbiome	3	25	2.144358991
1814	114	114	SI9227	With-Microbiome	4	25	2.469757769
1815	115	115	SI9227	With-Microbiome	5	25	2.803955188
1816	116	116	SP9509	With-Microbiome	1	25	3.037377356
1817	117	117	SP9509	With-Microbiome	2	25	1.367422052
1818	118	118	SP9509	With-Microbiome	3	25	2.07681998
1819	119	119	SP9509	With-Microbiome	4	25	3.260152244
1820	120	120	SP9509	With-Microbiome	5	25	2.045126146
1821	121	121	SP5543	With-Microbiome	1	25	2.242219554
1822	122	122	SP5543	With-Microbiome	2	25	2.090797789
1823	123	123	SP5543	With-Microbiome	3	25	3.206590948
1824	124	124	SP5543	With-Microbiome	4	25	1.672595348
1825	125	125	SP5543	With-Microbiome	5	25	2.677678068
1826	126	126	SP7498	With-Microbiome	1	25	1.622057405
1827	127	127	SP7498	With-Microbiome	2	25	3.697287647
1828	128	128	SP7498	With-Microbiome	3	25	1.365646107
1829	129	129	SP7498	With-Microbiome	4	25	2.774184148
1830	130	130	SP7498	With-Microbiome	5	25	2.081347324
1831	131	131	SP9192	With-Microbiome	1	25	1.645462008
1832	132	132	SP9192	With-Microbiome	2	25	2.092031904
1833	133	133	SP9192	With-Microbiome	3	25	3.137903455
1834	134	134	SP9192	With-Microbiome	4	25	2.742966166
1835	135	135	SP9192	With-Microbiome	5	25	2.316307014
1836	136	136	LP7760	With-Microbiome	1	25	2.120911085
1837	137	137	LP7760	With-Microbiome	2	25	3.859187811
1838	138	138	LP7760	With-Microbiome	3	25	3.058285584
1839	139	139	LP7760	With-Microbiome	4	25	2.335363988
1840	140	140	LP7760	With-Microbiome	5	25	3.228327813
1841	141	141	LP0049	With-Microbiome	1	25	2.048110082
1842	142	142	LP0049	With-Microbiome	2	25	3.626525087
1843	143	143	LP0049	With-Microbiome	3	25	2.36534495
1844	144	144	LP0049	With-Microbiome	4	25	1.474414508
1845	145	145	LP0049	With-Microbiome	5	25	2.22489609
1846	146	146	LT9109	With-Microbiome	1	25	2.898749786
1847	147	147	LT9109	With-Microbiome	2	25	6.39145668
1848	148	148	LT9109	With-Microbiome	3	25	4.795323909
1849	149	149	LT9109	With-Microbiome	4	25	3.679755872
1850	150	150	LT9109	With-Microbiome	5	25	2.28261558
1851	151	151	LJ9250	With-Microbiome	1	25	2.845651465
1852	152	152	LJ9250	With-Microbiome	2	25	4.026924314
1853	153	153	LJ9250	With-Microbiome	3	25	2.851581656
1854	154	154	LJ9250	With-Microbiome	4	25	3.844225488
1855	155	155	LJ9250	With-Microbiome	5	25	2.239938137
1856	156	156	LM7123	With-Microbiome	1	25	3.21537957
1857	157	157	LM7123	With-Microbiome	2	25	3.543414862
1858	158	158	LM7123	With-Microbiome	3	25	2.748103131
1859	159	159	LM7123	With-Microbiome	4	25	4.815746369
1860	160	160	LM7123	With-Microbiome	5	25	2.849911465
1861	161	161	LM8389	With-Microbiome	1	25	3.448621977
1862	162	162	LM8389	With-Microbiome	2	25	2.900213335
1863	163	163	LM8389	With-Microbiome	3	25	3.207773194
1864	164	164	LM8389	With-Microbiome	4	25	3.24891452
1865	165	165	LM8389	With-Microbiome	5	25	3.586815673
1866	166	166	LY9208	With-Microbiome	1	25	4.961980409
1867	167	167	LY9208	With-Microbiome	2	25	3.100474001
1868	168	168	LY9208	With-Microbiome	3	25	3.559439486
1869	169	169	LY9208	With-Microbiome	4	25	3.08197826
1870	170	170	LY9208	With-Microbiome	5	25	5.537293481
1871	171	171	LV7605	With-Microbiome	1	25	4.195138737
1872	172	172	LV7605	With-Microbiome	2	25	4.049328155
1873	173	173	LV7605	With-Microbiome	3	25	3.393349328
1874	174	174	LV7605	With-Microbiome	4	25	2.535528164
1875	175	175	LV7605	With-Microbiome	5	25	3.236027373
1876	176	176	LM7200	With-Microbiome	1	25	2.444187867
1877	177	177	LM7200	With-Microbiome	2	25	2.007637449
1878	178	178	LM7200	With-Microbiome	3	25	3.02051277
1879	179	179	LM7200	With-Microbiome	4	25	3.002295242
1880	180	180	LM7200	With-Microbiome	5	25	3.134102383
1881	181	181	LA7339	With-Microbiome	1	25	4.660053329
1882	182	182	LA7339	With-Microbiome	2	25	3.672238712
1883	183	183	LA7339	With-Microbiome	3	25	4.590330334
1884	184	184	LA7339	With-Microbiome	4	25	3.901656642
1885	185	185	LA7339	With-Microbiome	5	25	5.833996261
1886	186	186	LP8539	With-Microbiome	1	25	3.568296562
1887	187	187	LP8539	With-Microbiome	2	25	3.575355415
1888	188	188	LP8539	With-Microbiome	3	25	2.651325779
1889	189	189	LP8539	With-Microbiome	4	25	3.064733754
1890	190	190	LP8539	With-Microbiome	5	25	6.265552192
1891	191	191	LT9243	With-Microbiome	1	25	4.596402001
1892	192	192	LT9243	With-Microbiome	2	25	4.472996585
1893	193	193	LT9243	With-Microbiome	3	25	3.312856164
1894	194	194	LT9243	With-Microbiome	4	25	3.796868365
1895	195	195	LT9243	With-Microbiome	5	25	2.963262458
1896	196	196	PS	With-Microbiome	1	25	2.212864497
1897	197	197	PS	With-Microbiome	2	25	1.759799058
1898	198	198	PS	With-Microbiome	3	25	1.766593818
1899	199	199	PS	With-Microbiome	4	25	1.3515487
1900	200	200	PS	With-Microbiome	5	25	1.5571992
